I,J,V
1211,1090,7418226.052146868
480,601,97685.71862644609
480,1211,-1694509.1661731454
1090,601,1305490.8338268562
1090,1211,7429582.303524165
601,601,-97685.71862644609
601,1211,1694509.1661731454
1211,601,-1305490.8338268562
1211,1211,-7429582.303524165
601,296,11725319.416071022
601,906,1695223.8092488705
1211,296,4695223.809248853
1211,906,2430291.414350745
296,296,-11725319.416071022
296,906,-1695223.8092488705
906,296,-4695223.809248853
906,906,-2430291.414350745
601,480,-8213543.15311575
601,1090,3657698.454145995
1211,480,-2342301.5458539845
1211,1090,2505323.5702753006
296,480,8213543.15311575
296,1090,-3657698.454145995
906,480,2342301.5458539845
906,1090,-2505323.5702753006
601,601,-3511776.2629552716
601,1211,-5352922.263394865
1211,601,-2352922.2633948685
1211,1211,-4935614.9846260445
296,601,3511776.2629552716
296,1211,5352922.263394865
906,601,2352922.2633948685
906,1211,4935614.9846260445
602,602,-1066483.0217074896
602,1212,453131.5916965461
1212,602,3453131.5916965543
1212,1212,-8725580.709100625
167,602,1066483.0217074896
167,1212,-453131.5916965461
777,602,-3453131.5916965543
777,1212,8725580.709100625
602,167,2035568.5710152914
602,777,1573375.9209677035
1212,167,4573375.9209677465
1212,777,9301420.97763768
167,167,-2035568.5710152914
167,777,-1573375.9209677035
777,167,-4573375.9209677465
777,777,-9301420.97763768
602,297,-969085.5493078018
602,907,-2026507.5126642494
1212,297,-8026507.5126643
1212,907,-575840.2685370566
167,297,969085.5493078018
167,907,2026507.5126642494
777,297,8026507.5126643
777,907,575840.2685370566
167,602,-4769613.577440714
167,1212,5615377.467360436
777,602,-384622.53263957147
777,1212,3782372.7635488473
297,602,4769613.577440714
297,1212,-5615377.467360436
907,602,384622.53263957147
907,1212,-3782372.7635488473
167,167,-7774267.697763851
167,777,-6984505.966271555
777,167,-3984505.9662715276
777,777,-6094888.48262576
297,167,7774267.697763851
297,777,6984505.966271555
907,167,3984505.9662715276
907,777,6094888.48262576
167,297,12543881.275204565
167,907,1369128.498911119
777,297,4369128.4989110995
777,907,2312515.719076913
297,297,-12543881.275204565
297,907,-1369128.498911119
907,297,-4369128.4989110995
907,907,-2312515.719076913
297,602,5836096.599148137
297,1212,-6068509.059056914
907,602,-3068509.059056933
907,1212,4943207.9455516795
602,602,-5836096.599148137
602,1212,6068509.059056914
1212,602,3068509.059056933
1212,1212,-4943207.9455516795
297,167,5738699.126748508
297,777,5411130.045303801
907,167,-588869.9546961905
907,777,-3206532.495011838
602,167,-5738699.126748508
602,777,-5411130.045303801
1212,167,588869.9546961905
1212,777,3206532.495011838
297,297,-11574795.725896645
297,907,657379.0137531136
907,297,3657379.013753123
907,907,-1736675.4505398406
602,297,11574795.725896645
602,907,-657379.0137531136
1212,297,-3657379.013753123
1212,907,1736675.4505398406
142,142,-13869205.807253938
142,752,-8945120.733845482
752,142,-5945120.7338454705
752,752,-7624844.885801996
576,142,13869205.807253938
576,752,8945120.733845482
1186,142,5945120.7338454705
1186,752,7624844.885801996
142,576,14199379.873986034
142,1186,1404576.6434814343
752,576,4404576.643481444
752,1186,2582713.6658177446
576,576,-14199379.873986034
576,1186,-1404576.6434814343
1186,576,-4404576.643481444
1186,1186,-2582713.6658177446
142,338,-330174.06673209637
142,948,7540544.090364049
752,338,1540544.0903640266
752,948,5042131.219984252
576,338,330174.06673209637
576,948,-7540544.090364049
1186,338,-1540544.0903640266
1186,948,-5042131.219984252
576,142,6538034.227142089
576,752,3634803.5697846925
1186,142,-2365196.430215348
1186,752,-3600535.541783062
338,142,-6538034.227142089
338,752,-3634803.5697846925
948,142,2365196.430215348
948,752,3600535.541783062
576,576,-7991519.713576058
576,1186,770771.0166672755
1186,576,3770771.0166673013
1186,1186,-1141117.9876165313
338,576,7991519.713576058
338,1186,-770771.0166672755
948,576,-3770771.0166673013
948,1186,1141117.9876165313
576,338,1453485.4864339698
576,948,-4405574.586451968
1186,338,-1405574.5864519535
1186,948,4741653.529399593
338,338,-1453485.4864339698
338,948,4405574.586451968
948,338,1405574.5864519535
948,948,-4741653.529399593
338,142,7331171.580111832
338,752,5310317.164060772
948,142,8310317.164060746
948,752,11225380.42758496
142,142,-7331171.580111832
142,752,-5310317.164060772
752,142,-8310317.164060746
752,752,-11225380.42758496
338,576,-6207860.160409975
338,1186,-2175347.66014869
948,576,-8175347.660148666
948,1186,-1441595.6782012093
142,576,6207860.160409975
142,1186,2175347.66014869
752,576,8175347.660148666
752,1186,1441595.6782012093
338,338,-1123311.4197018575
338,948,-3134969.503912082
948,338,-134969.50391207985
948,948,-9783784.74938375
142,338,1123311.4197018575
142,948,3134969.503912082
752,338,134969.50391207985
752,948,9783784.74938375
313,313,-10130601.555401206
313,923,3819377.663988952
923,313,6819377.663988953
923,923,-4910759.400768834
575,313,10130601.555401206
575,923,-3819377.663988952
1185,313,-6819377.663988953
1185,923,4910759.400768834
313,575,9881979.55901134
313,1185,-10265450.013931204
923,575,-7265450.013931233
923,1185,14522515.465492975
575,575,-9881979.55901134
575,1185,10265450.013931204
1185,575,7265450.013931233
1185,1185,-14522515.465492975
313,457,248621.9963898675
313,1067,6446072.349942252
923,457,446072.3499422802
923,1067,-9611756.064724144
575,457,-248621.9963898675
575,1067,-6446072.349942252
1185,457,-446072.3499422802
1185,1067,9611756.064724144
575,313,3977083.5482241535
575,923,-2943111.3549875654
1185,313,-8943111.354987506
1185,923,5172447.849859339
457,313,-3977083.5482241535
457,923,2943111.3549875654
1067,313,8943111.354987506
1067,923,-5172447.849859339
575,575,-5656274.014397518
575,1185,4768411.008886073
1185,575,7768411.008885967
1185,1185,-18961823.680357706
457,575,5656274.014397518
457,1185,-4768411.008886073
1067,575,-7768411.008885967
1067,1185,18961823.680357706
575,457,1679190.4661733636
575,1067,-1825299.6538985074
1185,457,1174700.3461015397
1185,1067,13789375.830498366
457,457,-1679190.4661733636
457,1067,1825299.6538985074
1067,457,-1174700.3461015397
1067,1067,-13789375.830498366
457,313,6153518.007177359
457,923,-876266.3090014427
1067,313,2123733.6909986027
1067,923,-261688.44909048965
313,313,-6153518.007177359
313,923,876266.3090014427
923,313,-2123733.6909986027
923,923,261688.44909048965
457,575,-4225705.544614047
457,1185,5497039.005045411
1067,575,-502960.99495471385
1067,1185,4439308.214864832
313,575,4225705.544614047
313,1185,-5497039.005045411
923,575,502960.99495471385
923,1185,-4439308.214864832
457,457,-1927812.4625633114
457,1067,-4620772.696043968
1067,457,-1620772.6960438886
1067,1067,-4177619.765774343
313,457,1927812.4625633114
313,1067,4620772.696043968
923,457,1620772.6960438886
923,1067,4177619.765774343
157,157,-6028181.576994339
157,767,4125415.2293295204
767,157,7125415.229329528
767,767,-8500332.626920562
257,157,6028181.576994339
257,767,-4125415.2293295204
867,157,-7125415.229329528
867,767,8500332.626920562
157,257,3887840.3587578805
157,867,-5841587.318896902
767,257,-2841587.3188969223
767,867,17056047.959765952
257,257,-3887840.3587578805
257,867,5841587.318896902
867,257,2841587.3188969223
867,867,-17056047.959765952
157,512,2140341.218236458
157,1122,1716172.0895673812
767,512,-4283827.910432606
767,1122,-8555715.33284539
257,512,-2140341.218236458
257,1122,-1716172.0895673812
867,512,4283827.910432606
867,1122,8555715.33284539
257,157,-752898.483249337
257,767,-607018.8775459153
867,157,-6607018.877545929
867,767,7814428.4348773975
512,157,752898.483249337
512,767,607018.8775459153
1122,157,6607018.877545929
1122,767,-7814428.4348773975
257,257,-2500397.623770799
257,867,-2049259.4690815364
867,257,950740.5309184467
867,867,-17797334.857734077
512,257,2500397.623770799
512,867,2049259.4690815364
1122,257,-950740.5309184467
1122,867,17797334.857734077
257,512,3253296.107020136
257,1122,2656278.3466274515
867,512,5656278.346627482
867,1122,9982906.42285668
512,512,-3253296.107020136
512,1122,-2656278.3466274515
1122,512,-5656278.346627482
1122,1122,-9982906.42285668
512,157,6781080.060243762
512,767,-3518396.351783658
1122,157,-518396.35178366036
1122,767,685904.1920432383
157,157,-6781080.060243762
157,767,3518396.351783658
767,157,518396.35178366036
767,767,-685904.1920432383
512,257,-1387442.7349871215
512,867,7890846.787978529
1122,257,1890846.7879785092
1122,867,741286.8979679886
157,257,1387442.7349871215
157,867,-7890846.787978529
767,257,-1890846.7879785092
767,867,-741286.8979679886
512,512,-5393637.325256641
512,1122,-4372450.436194871
1122,512,-1372450.4361948487
1122,1122,-1427191.090011227
157,512,5393637.325256641
157,1122,4372450.436194871
767,512,1372450.4361948487
767,1122,1427191.090011227
423,423,-2537566.9432945126
423,1033,-4938815.564111363
1033,423,-1938815.5641113766
1033,1033,-10864797.235739917
407,423,2537566.9432945126
407,1033,4938815.564111363
1017,423,1938815.5641113766
1017,1033,10864797.235739917
423,407,9125380.844723705
423,1017,5686437.424183225
1033,407,8686437.42418321
1033,1017,9760783.542762157
407,407,-9125380.844723705
407,1017,-5686437.424183225
1017,407,-8686437.42418321
1017,1017,-9760783.542762157
423,513,-6587813.901429194
423,1123,-747621.8600718622
1033,513,-6747621.860071834
1033,1123,1104013.6929777577
407,513,6587813.901429194
407,1123,747621.8600718622
1017,513,6747621.860071834
1017,1123,-1104013.6929777577
407,423,1875450.697280698
407,1033,8303423.203917298
1017,423,2303423.2039172836
1017,1033,3687365.216578417
513,423,-1875450.697280698
513,1033,-8303423.203917298
1123,423,-2303423.2039172836
1123,1033,-3687365.216578417
407,407,-13837744.048872354
407,1017,-7130636.080337887
1017,407,-4130636.0803379286
1017,1017,-4969404.633206221
513,407,13837744.048872354
513,1017,7130636.080337887
1123,407,4130636.0803379286
1123,1017,4969404.633206221
407,513,11962293.351591654
407,1123,-1172787.1235794108
1017,513,1827212.876420645
1017,1123,1282039.4166278043
513,513,-11962293.351591654
513,1123,1172787.1235794108
1123,513,-1827212.876420645
1123,1123,-1282039.4166278043
513,423,662116.2460138787
513,1033,-3364607.639805858
1123,423,-364607.63980586745
1123,1033,7177432.019161817
423,423,-662116.2460138787
423,1033,3364607.639805858
1033,423,364607.63980586745
1033,1033,-7177432.019161817
513,407,4712363.204148489
513,1017,1444198.656154548
1123,407,-4555801.343845524
1123,1017,-4791378.909556204
423,407,-4712363.204148489
423,1017,-1444198.656154548
1033,407,4555801.343845524
1033,1017,4791378.909556204
513,513,-5374479.450162368
513,1123,1920408.9836513093
1123,513,4920408.983651391
1123,1123,-2386053.1096056113
423,513,5374479.450162368
423,1123,-1920408.9836513093
1033,513,-4920408.983651391
1033,1123,2386053.1096056113
513,513,-7591322.09668924
513,1123,-6760624.1975331865
1123,513,-3760624.197533138
1123,1123,-5650574.083799195
259,513,7591322.09668924
259,1123,6760624.1975331865
869,513,3760624.197533138
869,1123,5650574.083799195
513,259,15080274.027451176
513,869,2045907.5436297026
1123,259,5045907.543629656
1123,869,3104397.7725887764
259,259,-15080274.027451176
259,869,-2045907.5436297026
869,259,-5045907.543629656
869,869,-3104397.7725887764
513,158,-7488951.930761936
513,768,4714716.653903483
1123,158,-1285283.3460965173
1123,768,2546176.311210418
259,158,7488951.930761936
259,768,-4714716.653903483
869,158,1285283.3460965173
869,768,-2546176.311210418
259,513,6763099.646014353
259,1123,6222972.214149806
869,513,222972.21414981573
869,1123,-1695691.14793705
158,513,-6763099.646014353
158,1123,-6222972.214149806
768,513,-222972.21414981573
768,1123,1695691.14793705
259,259,-15806126.312198587
259,869,-108218.67557646101
869,259,2891781.3244235273
869,869,-2253912.6093153562
158,259,15806126.312198587
158,869,108218.67557646101
768,259,-2891781.3244235273
768,869,2253912.6093153562
259,158,9043026.666184234
259,768,-6114753.538573344
869,158,-3114753.5385733433
869,768,3949603.7572524054
158,158,-9043026.666184234
158,768,6114753.538573344
768,158,3114753.5385733433
768,768,-3949603.7572524054
158,513,828222.4506747939
158,1123,537651.9833832915
768,513,3537651.9833833757
768,1123,7346265.23173639
513,513,-828222.4506747939
513,1123,-537651.9833832915
1123,513,-3537651.9833833757
1123,1123,-7346265.23173639
158,259,725852.2847476719
158,869,-1937688.8680532714
768,259,-7937688.868053356
768,869,-850485.1632733986
513,259,-725852.2847476719
513,869,1937688.8680532714
1123,259,7937688.868053356
1123,869,850485.1632733986
158,158,-1554074.7354224657
158,768,1400036.88466998
768,158,4400036.88466998
768,768,-6495780.068462991
513,158,1554074.7354224657
513,768,-1400036.88466998
1123,158,-4400036.88466998
1123,768,6495780.068462991
467,467,-5731821.083696996
467,1077,3972295.649529908
1077,467,6972295.649529919
1077,1077,-8401236.712205226
242,467,5731821.083696996
242,1077,-3972295.649529908
852,467,-6972295.649529919
852,1077,8401236.712205226
467,242,2951268.284731132
467,852,-4813543.889528877
1077,242,-1813543.8895288967
1077,852,15055456.019049639
242,242,-2951268.284731132
242,852,4813543.889528877
852,242,1813543.8895288967
852,852,-15055456.019049639
467,511,2780552.798965864
467,1121,841248.239998969
1077,511,-5158751.760001021
1077,1121,-6654219.306844412
242,511,-2780552.798965864
242,1121,-841248.239998969
852,511,5158751.760001021
852,1121,6654219.306844412
242,467,-1960303.3732748802
242,1077,146617.1405615625
852,467,-5853382.859438429
852,1077,7008154.271421147
511,467,1960303.3732748802
511,1077,-146617.1405615625
1121,467,5853382.859438429
1121,1077,-7008154.271421147
242,242,-2131018.859040155
242,852,-3198590.729910514
852,242,-198590.72991053306
852,852,-14701521.0544729
511,242,2131018.859040155
511,852,3198590.729910514
1121,242,198590.72991053306
1121,852,14701521.0544729
242,511,4091322.2323150346
242,1121,3051973.5893489514
852,511,6051973.589348962
852,1121,7693366.783051754
511,511,-4091322.2323150346
511,1121,-3051973.5893489514
1121,511,-6051973.589348962
1121,1121,-7693366.783051754
511,467,7692124.456971953
511,1077,-4118912.790091511
1121,467,-1118912.7900915006
1121,1077,1393082.4407840907
467,467,-7692124.456971953
467,1077,4118912.790091511
1077,467,1118912.7900915006
1077,1077,-1393082.4407840907
511,242,-820249.4256909846
511,852,8012134.6194394715
1121,242,2012134.6194394499
1121,852,-353934.964576736
467,242,820249.4256909846
467,852,-8012134.6194394715
1077,242,-2012134.6194394499
1077,852,353934.964576736
511,511,-6871875.031280967
511,1121,-3893221.8293479597
1121,511,-893221.829347949
1121,1121,-1039147.4762073545
467,511,6871875.031280967
467,1121,3893221.8293479597
1077,511,893221.829347949
1077,1121,1039147.4762073545
511,511,-6072136.397440971
511,1121,-6596637.466133669
1121,511,-3596637.466133652
1121,1121,-6370705.51386109
242,511,6072136.397440971
242,1121,6596637.466133669
852,511,3596637.466133652
852,1121,6370705.51386109
511,242,13923028.501708517
511,852,2899500.7625903613
1121,242,5899500.762590349
1121,852,3660416.2669630675
242,242,-13923028.501708517
242,852,-2899500.7625903613
852,242,-5899500.762590349
852,852,-3660416.2669630675
511,111,-7850892.104267545
511,721,3697136.7035433077
1121,111,-2302863.2964566974
1121,721,2710289.2468980225
242,111,7850892.104267545
242,721,-3697136.7035433077
852,111,2302863.2964566974
852,721,-2710289.2468980225
242,511,5712091.718303095
242,1121,6961569.057915947
852,511,961569.057915957
852,1121,-1190995.4654564885
111,511,-5712091.718303095
111,1121,-6961569.057915947
721,511,-961569.057915957
721,1121,1190995.4654564885
242,242,-16061828.887672849
242,852,-1240795.0011310992
852,242,1759204.9988689034
852,852,-2141122.4855215
111,242,16061828.887672849
111,852,1240795.0011310992
721,242,-1759204.9988689034
721,852,2141122.4855215
242,111,10349737.169369753
242,721,-5720774.056784849
852,111,-2720774.05678486
852,721,3332117.9509779885
111,111,-10349737.169369753
111,721,5720774.056784849
721,111,2720774.05678486
721,721,-3332117.9509779885
111,511,360044.6791378382
111,1121,-364931.591782326
721,511,2635068.408217697
721,1121,7561700.979317611
511,511,-360044.6791378382
511,1121,364931.591782326
1121,511,-2635068.408217697
